start_time,0
2023-03-06,1.0
2023-03-07,1.0
2023-03-08,1.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,1.0
2023-03-16,1.0
2023-03-17,1.0
2023-03-18,1.0
2023-03-19,1.0
2023-03-20,1.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,1.0
2023-03-25,1.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,1.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,1.0
2023-04-02,
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,1.0
2023-04-06,0.0
2023-04-07,1.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,1.0
2023-04-13,0.0
2023-04-14,0.0
